Month,Sales
Jan-05,1180
Feb-05,1770
Mar-05,1550
Apr-05,1350
May-05,1620
Jun-05,1570
Jul-05,1490
Aug-05,1300
Sep-05,1210
Oct-05,1440
Nov-05,1390
Dec-05,1270
