Month,Sales
Jan-05,2280
Feb-05,2770
Mar-05,2150
Apr-05,2250
May-05,2220
Jun-05,2370
Jul-05,2290
Aug-05,2400
Sep-05,2310
Oct-05,2140
Nov-05,2190
Dec-05,2370
