Month,Sales
Jan-05,666
Feb-05,725
Mar-05,744
Apr-05,699
May-05,563
Jun-05,542
Jul-05,515
Aug-05,596
Sep-05,632
Oct-05,689
Nov-05,701
Dec-05,753
