Month,Sales
Jan-05,120
Feb-05,110
Mar-05,102
Apr-05,90
May-05,100
Jun-05,145
Jul-05,125
Aug-05,104
Sep-05,109
Oct-05,96
Nov-05,73
Dec-05,45
