Month,Sales
Jan-05,232
Feb-05,125
Mar-05,123
Apr-05,105
May-05,100
Jun-05,97
Jul-05,115
Aug-05,104
Sep-05,109
Oct-05,102
Nov-05,86
Dec-05,75
